customer_name,total_clean
Christina Montgomery,15542.52
Nathan Foster,15540.25
Michael Castaneda,15537.939999999999
Zachary Adams,15536.52
Rebecca Higgins,15531.41
Mark Adams,15530.27
Jeffrey Navarro,15529.73
Jonathan Mendoza,15529.41
Anita Johnson,15529.400000000001
Jeffrey Mccoy,15528.92
Ryan Nelson,15528.72
Brittany Bailey,15528.19
Jennifer Porter,15527.310000000001
Craig Sutton,15524.84
Beverly Reyes,15524.010000000002
Anita Lewis,15523.94
Susan Lee,15523.720000000001
Jessica Campbell,15523.47
Daniel Burns,15522.4
Christopher Kelly,15522.080000000002
Amanda Rivera,15521.83
Michael Key,15518.68
Todd Hernandez,15517.45
Sean Ward,15517.099999999999
Angela Lopez,15516.789999999999
Jason Cox,15512.41
Sharon Flores,15511.73
Joseph Peterson,15508.8
Matthew Trujillo,15508.650000000001
Joseph Aguilar,15507.869999999999
Jennifer Olson,15507.01
Amanda Ramirez,15505.36
Stephanie Graham,15504.46
Elizabeth Gardner,15504.119999999999
Krystal Jones,15502.33
Katie Johnson,15501.46
Natalie Davis,15500.74
Jeffrey Price,15498.27
Sarah Wheeler,15498.269999999999
Craig Rivera,15496.76
Mary Nguyen,15494.58
Joshua Perez,15494.43
Sandra Aguilar,15493.81
Jacob Norris,15493.64
Jeremy Morris,15492.4
Kyle Gonzalez,15491.3
James Mcclure,15489.779999999999
Matthew Robertson,15487.74
Paul Flores,15487.199999999999
John West,15486.349999999999
Christopher Stephens,15481.550000000001
Lindsay Gonzalez,15481.42
Sandra Davis,15477.4
Melissa Hamilton,15476.4
Amanda Allen,15476.36
Brittany Boyd,15474.829999999998
Kenneth Armstrong,15474.37
Mary Mcfarland,15473.67
Karen Lee,15470.64
Michael Larsen,15470.27
Stephanie Parker,15469.1
Clifford Jones,15468.550000000001
Michael Peterson,15468.05
Benjamin Rodriguez,15467.87
Andrew Coleman,15467.369999999999
Shannon Jackson,15466.31
Robert Hayes,15465.15
Chad Brown,15464.77
Megan Howard,15464.029999999999
Samantha Simmons,15462.31
Raymond Rodriguez,15461.01
Terry Jackson,15460.37
Caitlin Wilson,15459.710000000001
Angela Castillo,15459.33
Jason Paul,15457.759999999998
Tara Green,15456.939999999999
Stephanie Stewart,15455.59
Lisa Cole,15455.48
Elizabeth Evans,15451.050000000001
Andrew Schwartz,15449.73
Larry Rivera,15447.96
Heather Murphy,15446.630000000001
Cole Robinson,15444.14
Jeremy James,15443.43
Kelly Ellis,15442.02
Kathy Smith,15441.48
Amy Lewis,15441.33
Marcus Morgan,15436.5
Lawrence Gibson,15436.23
William Fletcher,15435.48
Robert Doyle,15434.83
Lori Stevens,15434.77
Linda Mitchell,15433.89
Ashley Jenkins,15433.59
Julie Bailey,15432.61
Jennifer Duncan,15431.42
Danielle Williams,15430.990000000002
Emily Perez,15430.57
Austin Hernandez,15430.2
Jessica Lee,15430.02
Kari Collins,15428.91
Elizabeth Sherman,15428.75
Johnny Brown,15428.380000000001
Scott Sims,15427.84
Debra Cole,15426.61
Kenneth Welch,15425.26
John Shaw,15425.060000000001
Corey Taylor,15422.91
William Fowler,15421.720000000001
Jacob Morales,15421.7
Peter Lewis,15420.439999999999
Jennifer George,15420.24
Janet Moore,15417.09
Daniel Cardenas,15415.869999999999
Michael Nicholson,15415.769999999999
Elizabeth Chambers,15415.14
Brandon Rojas,15412.58
Victoria Richardson,15410.23
Lindsay Barnes,15409.44
Brian Lyons,15408.95
Katherine Phillips,15408.32
James Ortega,15407.79
Erica Stewart,15406.85
Kevin Roberts,15406.83
Brittany Hansen,15405.08
Patrick Roberts,15404.92
Jason Ford,15404.26
Michelle Fox,15404.039999999999
Kristen Evans,15402.060000000001
Michelle Wong,15400.779999999999
Richard Lynch,15399.76
Anthony Bennett,15399.04
Melissa Marsh,15393.5
Ronald Brown,15392.19
Andrea King,15389.52
Jonathan Hill,15388.71
Wanda Welch,15388.69
Daniel Johnston,15387.74
Paige Davis,15387.57
Tiffany Ward,15386.880000000001
Jennifer Rowland,15386.869999999999
Brittany Harris,15385.84
Matthew Ramirez,15384.220000000001
Timothy Stevens,15384.04
Joseph Gibson,15383.66
Jeffrey Foster,15383.48
Timothy Wells,15381.05
Donna Hernandez,15380.32
Jason Allen,15375.36
Christopher Patton,15374.880000000001
Daniel Erickson,15373.75
Jamie Gardner,15372.56
Timothy Cisneros,15372.02
Jason Nichols,15369.49
Alyssa Marshall,15369.36
Sheryl Williams,15367.67
James Butler,15367.29
Eric Barber,15367.22
William Kemp,15363.8
Courtney Williams,15363.59
Samantha Lopez,15362.8
Jason Robertson,15359.33
Christina Deleon,15358.59
Mary Kramer,15357.87
Andrew Diaz,15357.55
Melissa Vargas,15354.779999999999
Katherine Rogers,15354.130000000001
Jonathan Hopkins,15353.3
John Cruz,15349.91
Angela Bennett,15349.800000000001
Karen Vargas,15349.599999999999
Monica Evans,15348.710000000001
Robert Fuentes,15348.349999999999
Lauren Thomas,15347.36
Felicia Butler,15347.23
Susan Bailey,15347.119999999999
Lindsay Smith,15346.79
Carol Jones,15345.44
Susan Jackson,15345.35
Timothy King,15344.560000000001
Catherine Miller,15341.8
Daniel Ortiz,15340.67
Ryan Mcdonald,15339.59
Michael Krause,15338.74
Robert Bruce,15337.2
Melissa Sutton,15336.88
Jerome Collier,15336.75
Randall Lopez,15336.4
Douglas Lee,15336.029999999999
Edward Murphy,15335.62
Rebecca Macdonald,15330.73
John Maldonado,15328.529999999999
Joshua Castillo,15327.39
Laura Diaz,15323.849999999999
Colleen Jimenez,15323.529999999999
Monica Welch,15323.130000000001
Michael Tucker,15322.79
Gregory Chan,15321.66
Andrea Walker,15319.93
Chelsea Thomas,15318.369999999999
Nicole Foster,15317.51
Benjamin Young,15316.76
Susan Byrd,15316.69
Anthony Phillips,15316.3
Kayla Ellis,15316.13
Tyler Flores,15315.88
Andrew Lam,15314.900000000001
Diane Clark,15312.48
Heather Moreno,15312.45
Steven Tucker,15309.56
John Moody,15309.16
Brandi Wilson,15308.3
Zachary White,15307.55
William Woodward,15306.45
Curtis Jones,15303.21
Kristen Baker,15302.66
Nicholas Mckee,15301.949999999999
Gregory Marks,15301.23
Mary Perez,15300.17
Cynthia Moore,15296.91
Logan Smith,15296.36
Mark Wood,15295.06
Kristen Garcia,15293.73
Sara Nelson,15291.529999999999
David Park,15285.91
Melanie Evans,15283.56
John Coffey,15282.41
Monica Mendez,15280.15
Scott Murphy,15278.259999999998
Alex Smith,15277.73
Amanda Terry,15277.38
Brian Carpenter,15273.960000000001
Jasmine Roberts,15272.0
Anne Smith,15268.62
Michelle Benson,15266.43
Brittany Martin,15265.38
William Rios,15263.02
Melissa Nichols,15261.91
Victoria Martin,15261.33
Marissa Peterson,15260.3
Lisa Shepard,15260.16
Richard Gomez,15259.95
Felicia Hall,15258.630000000001
Jason Vargas,15256.6
Tara Kim,15255.030000000002
Robert Warren,15254.89
Rebecca Leonard,15252.61
Deborah Rodriguez,15250.220000000001
Zachary Butler,15249.43
Melissa Olson,15246.48
Christopher Gomez,15246.48
James Wu,15245.279999999999
April Jones,15245.02
Heather Rogers,15243.13
Natalie Moore,15241.27
Aaron Campbell,15240.13
Margaret Williams,15239.550000000001
Jennifer Montes,15239.27
Randy Adams,15238.32
Joshua Foster,15238.310000000001
Holly Miller,15235.84
Michael Brewer,15234.82
Melissa Barnett,15233.62
Zachary Hall,15231.02
Nancy Payne,15230.75
Jacob Reyes,15230.35
Charles Alexander,15230.3
Michael Leonard,15228.91
Carlos Young,15225.89
Samantha Jenkins,15225.79
Amanda Murillo,15225.56
Hannah Jones,15223.75
James Wheeler,15223.439999999999
Joseph Hill,15219.0
Olivia Smith,15218.34
Christopher Stevenson,15217.89
Kimberly Young,15214.480000000001
Jason Romero,15213.050000000001
Donald Castillo,15211.68
James Murray,15211.09
Todd Mccarthy,15206.880000000001
Edward Miller,15205.710000000001
James Ferguson,15205.05
Kelly Noble,15204.2
David Wallace,15202.14
Peter Ortiz,15201.64
William Hudson,15200.54
Ashley Watkins,15200.25
Timothy Charles,15200.16
Julie Torres,15199.099999999999
Michael Ashley,15199.01
Amanda Contreras,15198.2
Gregory Hill,15196.32
Carlos Greene,15196.02
Nathan Torres,15195.21
Mary Conner,15194.96
Steven Flores,15193.08
Michael Lester,15192.650000000001
Erin Brooks,15192.57
Joshua Gross,15192.04
Christina Vang,15192.0
Linda Hernandez,15191.62
Benjamin Gutierrez,15190.67
Jamie Reynolds,15189.470000000001
Alisha Williams,15187.46
Alicia Roberts,15184.98
Dana Moore,15184.130000000001
Teresa Barnes,15184.0
Jamie Richardson,15179.41
Robert Hoffman,15178.17
Lisa Ruiz,15178.14
Andrew Daniel,15175.529999999999
David Khan,15174.15
Lawrence Smith,15172.16
Nancy Peck,15168.82
Stephanie Roberts,15168.39
Anna Hernandez,15167.6
Daniel Weaver,15166.14
Jacob Mclaughlin,15165.85
Jason Tran,15165.189999999999
Anthony Rose,15163.710000000001
James Lindsey,15163.710000000001
Timothy Flores,15161.98
Amanda Baker,15161.779999999999
David Reynolds,15158.95
Frank Rodriguez,15157.96
Courtney Gomez,15156.55
Mary Meyer,15154.27
Kathryn Williams,15152.800000000001
Judy Brown,15152.460000000001
Tracy Thomas,15152.41
Bryan Hawkins,15149.81
Nathan Rodriguez,15149.369999999999
John Nichols,15148.869999999999
Tanya Foster,15148.3
Jerry Palmer,15147.599999999999
John Weber,15147.57
Scott Mcdonald,15146.07
William Ruiz,15145.36
Kenneth Larson,15145.04
Crystal Mitchell,15144.32
Katherine Chavez,15144.05
Michael Aguilar,15142.64
Steven Carpenter,15142.189999999999
Paula Williams,15140.75
Richard Mendoza,15139.529999999999
Jeffrey Hall,15139.15
Charles Gill,15136.46
Andrea Willis,15134.93
Brenda Bailey,15132.6
Donna Gonzalez,15130.38
Lisa Sanchez,15128.98
Kayla Cook,15128.89
Robert Mejia,15126.810000000001
Anthony Wilson,15124.99
Jessica Rogers,15121.83
Stacy Thompson,15120.2
Charles Garza,15119.66
Jesus Smith,15119.5
Michael Washington,15119.43
Andrew Brooks,15119.3
Maria Ellis,15119.2
Carol Wallace,15118.45
Adam Allen,15118.1
David Wagner,15115.7
Michael Shaffer,15114.99
David Peters,15114.54
Laurie Price,15111.6
Amanda Alvarez,15111.480000000001
Lauren Peterson,15110.489999999998
Tamara Jackson,15109.760000000002
Michelle Jackson,15109.25
Alex Miller,15109.0
Patricia Ramos,15108.94
Christopher Henry,15108.720000000001
Sydney Williams,15108.68
Justin Harris,15108.47
Jamie Rodriguez,15107.95
Sandra Thompson,15107.3
Kenneth Cervantes,15106.650000000001
Dana Lowe,15100.95
Erica Hart,15100.079999999998
Jennifer Harrington,15097.48
Michael Guerrero,15096.57
Tammy Wilson,15096.25
Shannon Obrien,15093.150000000001
Sandra Garcia,15091.55
Dustin Cortez,15090.16
Paula Davis,15088.63
Raymond Flores,15085.349999999999
Thomas Shaw,15085.140000000001
Kimberly Weber,15085.09
Luis Martinez,15084.67
Michelle Barrett,15083.67
Christopher Mason,15083.380000000001
Donald Rodriguez,15082.55
Aaron Sanchez,15082.2
Debra Alvarado,15078.32
Ashley Stewart,15076.67
David Davies,15076.41
Lisa Mcguire,15075.43
Jacob Tate,15075.349999999999
Brian Franklin,15068.76
Andrea Flowers,15068.259999999998
Michelle Morrison,15062.2
Richard Nelson,15057.58
Andrew Combs,15056.579999999998
Stephanie Hart,15056.36
William Edwards,15049.17
Sean Martinez,15047.81
Jonathan Byrd,15047.65
Craig Smith,15047.62
Peter Davis,15046.16
Christopher Espinoza,15046.09
Andrew Evans,15043.689999999999
Sandra Wilson,15043.0
Kelly Carter,15042.689999999999
Christina Thomas,15041.32
Lauren Ball,15039.9
Jessica Adams,15038.98
Nicholas Henderson,15038.71
Adam Webb,15038.66
Robert Villarreal,15038.42
Charles Salazar,15038.09
Eric Kirk,15037.830000000002
Raymond Reed,15036.94
Scott Griffin,15036.83
Amanda Rios,15035.68
Joshua Long,15034.74
Eric Murphy,15032.720000000001
Gina Vargas,15032.619999999999
Andrew Webb,15032.44
Alan Thomas,15032.0
Juan Glover,15031.28
Adam Carter,15030.45
William Baker,15029.960000000001
William Pratt,15029.95
Savannah Williams,15029.599999999999
Laura Wells,15028.63
Michael Salazar,15026.76
Mark Rodgers,15026.1
Laurie Williams,15025.86
William Tyler,15024.640000000001
Ryan West,15022.710000000001
Karen Olson,15021.71
Luke Stewart,15021.630000000001
Angela Richardson,15020.6
Derrick Smith,15019.52
David Crawford,15017.330000000002
Shelby Nelson,15016.849999999999
Robert Holt,15016.3
Adam Thomas,15014.46
Christina Simpson,15008.94
James Conner,15008.44
Jason Munoz,15006.75
Robert Salazar,15006.41
Elizabeth Dixon,15006.4
Wendy Jackson,15005.05
Michelle Ferguson,15004.64
Steven Morrison,15004.17
Rebecca Nguyen,15003.730000000001
Patricia Brooks,15001.4
Stephen King,15001.1
Anthony Henry,15000.44
Jonathan Li,14997.419999999998
Brian Saunders,14996.56
Lisa Maddox,14996.45
Richard Brooks,14995.89
Nancy Johnson,14994.119999999999
Michael Mccoy,14992.380000000001
Patricia Gonzalez,14992.11
Mark Myers,14991.84
Andrew Rivera,14991.740000000002
Jenny Brown,14990.04
Raven King,14986.83
Christopher Obrien,14985.64
Kayla Lewis,14985.41
Denise Mendoza,14985.1
Bryan Raymond,14984.74
David Munoz,14984.61
Emily Taylor,14983.69
Eric Garcia,14983.4
Thomas Long,14982.91
Michael Stevenson,14982.21
Crystal Yates,14981.75
Debra Anderson,14980.15
Sandra Nelson,14977.22
John Poole,14976.52
April Lawson,14974.289999999999
Desiree Johnson,14973.48
Ashley Fisher,14972.79
Carol Scott,14972.34
Christopher Elliott,14971.42
Elijah Jones,14970.630000000001
Stephanie Collins,14970.52
Joseph Hayes,14969.789999999999
Michael Charles,14966.720000000001
Tammy Grimes,14965.54
Ryan Evans,14964.74
Kimberly Day,14963.7
Caroline Jackson,14962.8
Amanda Wilson,14962.72
Joel Johnson,14962.31
Deborah Lee,14961.7
David Mora,14960.619999999999
Jon Williams,14960.320000000002
William Watson,14958.36
Diane Wagner,14956.900000000001
Tina Wells,14956.24
Bianca Ramirez,14955.38
Daniel Ryan,14953.0
Christopher Branch,14951.41
Richard Barrett,14949.5
Robert Morris,14948.96
Dawn Hernandez,14946.28
George Coleman,14944.85
Stephen Howard,14943.3
Ashley Schmidt,14942.05
James Ingram,14940.75
Jennifer Murphy,14938.289999999999
Dustin Mcdonald,14932.85
Emily Roberts,14932.41
Courtney Walker,14931.91
Jennifer Stout,14931.51
Kiara Roberts,14931.51
Ryan Schroeder,14927.68
James Horton,14927.35
Randall Rogers,14927.06
Stephanie Meyers,14926.22
Kathryn Walker,14924.18
Briana Smith,14923.63
Andrew Chen,14920.699999999999
Jennifer Duran,14920.3
Matthew Holmes,14919.68
Luis White,14919.2
Jennifer Saunders,14919.16
Steven Pierce,14918.43
Derrick Williams,14918.21
Sarah Nichols,14917.9
Michael Mahoney,14915.21
Paul Palmer,14914.01
Christopher Butler,14912.93
Lindsay Martin,14911.54
Christina Stout,14910.380000000001
Anthony Peters,14909.27
Patricia Bennett,14909.07
Michael Hale,14907.3
Samuel Wilson,14906.08
Sarah Stevens,14905.22
Dennis Hill,14902.5
Linda Bailey,14901.369999999999
Robert Bernard,14900.67
William Turner,14898.82
Brandon Patel,14898.21
Teresa Mitchell,14898.2
Robert Flynn,14895.77
John Rice,14894.289999999999
Joshua Lynch,14891.63
Kim Sanchez,14888.45
Raymond Thompson,14888.1
Barbara Austin,14886.380000000001
Amy Scott,14883.2
Katherine Morales,14883.199999999999
Amanda Long,14882.79
Michael Strong,14882.72
Jon Smith,14882.099999999999
Alicia Garcia,14881.76
John Jacobs,14881.66
Brian Collins,14881.470000000001
Mary Nelson,14880.51
Eric Jackson,14878.66
Carlos Clark,14877.55
Edward Williams,14875.18
Kimberly Bowers,14874.01
Julie Ward,14873.22
Patricia Pena,14872.509999999998
Nicole Brooks,14871.85
Daniel Gonzales,14871.67
Kimberly Morgan,14871.52
Matthew Franklin,14870.720000000001
Jennifer Pierce,14868.710000000001
Carlos Smith,14868.13
Stephen Martinez,14862.800000000001
Brian Gill,14862.550000000001
Catherine Allen,14861.94
Christina Sullivan,14860.55
Debra Thomas,14860.44
Kelli Smith,14859.33
Michael Conley,14855.91
Charles Andrews,14855.439999999999
Roberto Johnson,14855.11
Christopher Carrillo,14854.96
Alexander Romero,14853.49
Karen Howell,14853.2
Samantha Burke,14852.92
Nicole Hayes,14852.759999999998
Dawn Miller,14852.75
Kevin Bell,14852.269999999999
Kathy Anderson,14850.470000000001
Jose Coleman,14850.44
Teresa Nolan,14850.420000000002
Tina Graham,14847.66
Amy Graham,14845.23
Jonathan Adams,14842.34
Jeffrey Nguyen,14842.34
Philip Garcia,14840.51
Jessica Weaver,14839.27
Joshua George,14838.73
Alan Rodriguez,14838.68
Kyle Davis,14837.630000000001
Corey Cox,14837.46
Jody Boyd,14835.75
Mark Patterson,14835.470000000001
Cassandra Guerrero,14834.23
Steven Gutierrez,14833.89
Michelle Miranda,14833.2
Joshua Montgomery,14833.02
Brenda Shaffer,14829.46
Abigail Anderson,14829.0
James Daniels,14828.98
Catherine Anderson,14828.63
Nicholas Collins,14828.39
Jordan Cole,14826.980000000001
Lindsay Johnson,14825.25
Justin Nguyen,14824.65
Beth Wells,14823.52
Kimberly Boyd,14822.97
Mark Lee,14822.91
Edward Oliver,14822.220000000001
David Arnold,14820.79
Tiffany Reed,14818.91
Nicole Mercer,14816.18
Derek Sanchez,14814.25
Hannah Lopez,14813.23
Tiffany Stewart,14812.69
Jill Franklin,14812.55
James Levy,14811.38
Kim Miller,14810.0
Andrea Thomas,14809.74
Jennifer Casey,14809.25
Richard Adams,14809.01
Christopher Ellison,14808.75
Justin Swanson,14807.75
Donna Hughes,14807.45
Melissa Powell,14804.16
Jamie Chavez,14803.46
Heather Russell,14801.88
Christina Lawrence,14800.84
Lauren Austin,14800.2
John Abbott,14799.33
Patrick Murray,14798.29
Randy Wright,14797.439999999999
Jeffrey Ross,14796.86
Timothy Jackson,14796.86
John Salazar,14796.74
Jeffrey Knight,14795.27
Jason Morales,14794.05
Donald Walker,14793.66
Rebecca Hamilton,14793.5
Jacob Martinez,14792.58
Edward Lewis,14792.09
Nicole Bailey,14789.71
William Avila,14789.220000000001
Thomas Owens,14787.98
Nicole Kennedy,14786.720000000001
Alexander Gutierrez,14786.349999999999
Crystal Wood,14785.95
Richard Valencia,14784.55
Kevin Wagner,14783.55
Aaron Cross,14783.14
Patrick Davis,14782.38
Kimberly Ford,14781.81
Rebecca Fuentes,14779.74
Jenny Miller,14777.82
Pamela Martinez,14777.759999999998
Amy Roberts,14777.390000000001
Ronald Hall,14777.02
Nicholas Hernandez,14776.9
Kelly Orr,14776.57
Aaron Martinez,14776.21
David Ellis,14775.79
Kyle Parker,14774.84
John Stone,14773.86
Jacqueline Moore,14771.54
Nicole Hunt,14768.96
Megan Owens,14767.47
Tiffany White,14765.779999999999
Katie Ford,14765.300000000001
Kimberly Burton,14764.45
Laura Young,14763.99
James Barron,14763.15
William Simmons,14761.02
Rachel Hayes,14759.85
Danielle Brewer,14759.82
Ashley Schneider,14758.57
William Fernandez,14757.21
Lisa Mendoza,14755.12
Holly White,14751.900000000001
Anthony Ross,14749.630000000001
Gregory Campbell,14749.400000000001
Kyle Cook,14746.97
Susan Clark,14744.7
Jason Winters,14742.900000000001
Andrew Nguyen,14742.76
Jeremy Jackson,14740.39
Jill Brown,14736.8
Jessica Griffin,14733.54
Miranda Smith,14733.18
Anne Brown,14733.06
Lindsey Scott,14730.119999999999
Julie Evans,14728.42
Emily Miller,14728.34
Lori Vasquez,14728.31
David James,14727.53
Lisa Webb,14726.09
Shannon Taylor,14725.26
Todd Cohen,14724.95
Elizabeth Wade,14724.710000000001
Matthew Vargas,14724.59
Matthew Hunt,14723.11
Ronald Wood,14722.32
Austin Jones,14721.77
Brandon Berry,14720.08
Crystal Flores,14719.64
Megan Davis,14719.41
Anthony Ray,14718.8
Alyssa Wood,14718.74
Jenna Jones,14718.64
Melinda Smith,14717.09
Cheryl Kim,14713.400000000001
Brandon Moore,14712.15
Debra Walker,14710.59
Michael Frazier,14709.470000000001
Jennifer Bennett,14707.84
Katherine Romero,14704.76
Alyssa Leach,14704.740000000002
Adam Jackson,14698.9
James Crawford,14697.62
Anthony Mitchell,14694.87
Martin Taylor,14694.86
Kimberly Powell,14694.82
Courtney Garcia,14694.560000000001
Austin Harris,14694.31
Daniel Fleming,14691.210000000001
Nicole Walsh,14691.21
April Wright,14685.83
Brittany Galloway,14685.63
Spencer Johnson,14685.4
Debbie Roberts,14683.990000000002
Patrick Phillips,14683.06
Robert Meyer,14679.4
Erica Wright,14679.19
Edward Walker,14678.57
Aaron Turner,14677.41
Gregory King,14676.470000000001
Benjamin Parks,14676.09
Adrian Brown,14674.89
Chloe Gomez,14674.73
Caroline Thompson,14674.39
Cristina Martinez,14672.92
Stacey Johnson,14671.61
Lori Rodriguez,14670.91
Eric Ramirez,14670.130000000001
Elizabeth Curtis,14668.58
Maria Clark,14667.52
Jennifer Carr,14665.8
Christopher Rich,14665.51
David Horton,14665.11
Cindy Miller,14664.57
Nancy Gonzalez,14663.84
Gregory Martinez,14662.2
Amanda Nguyen,14661.09
Brian Orozco,14660.23
William Mcintosh,14660.15
David Figueroa,14659.720000000001
Michelle Williamson,14658.21
Jamie Davis,14657.0
Cathy Anderson,14656.96
Michele Lopez,14655.720000000001
Gabriel Martin,14654.34
Anthony Quinn,14654.07
Christine Stewart,14653.640000000001
Paul Martin,14653.259999999998
David Lambert,14651.06
Tyler Walker,14650.86
Chris Hall,14648.51
Julia Davis,14647.86
April Hansen,14647.779999999999
Tonya Johnson,14647.74
Jennifer Pratt,14646.9
Teresa White,14646.22
Sean Jones,14646.17
Ryan Paul,14645.23
Sharon Garner,14642.3
Lucas Wilson,14642.09
Amy Edwards,14640.97
Kyle Collins,14639.1
April Brown,14638.78
Robert Gardner,14638.640000000001
Sean Lowe,14638.64
Eric Chambers,14637.869999999999
Donna Green,14636.07
Heidi Thompson,14635.939999999999
Bryan Davis,14635.279999999999
Linda Brown,14629.86
Tracy Daniels,14629.789999999999
Christopher Peters,14629.23
Dennis Davis,14627.05
Kyle Patterson,14624.9
Joseph Calderon,14622.18
Heather Perez,14620.91
Cody Smith,14619.44
Amber Watkins,14619.009999999998
Kevin Freeman,14618.96
Timothy Yang,14618.619999999999
Justin Harrison,14618.560000000001
Alan Clark,14618.1
Jessica Coleman,14616.24
Victoria Murphy,14615.650000000001
Lisa Sharp,14615.5
Kimberly Spencer,14613.73
John Reynolds,14613.22
Kristina Davis,14612.420000000002
Tony Walker,14611.61
Alexander Walker,14608.4
Charles Gonzalez,14608.18
Rebecca Thompson,14607.43
Kenneth Moore,14606.16
Robert Collins,14605.130000000001
Tiffany Brown,14605.0
Gregory Roberts,14604.96
Mary Anderson,14604.54
Virginia Smith,14604.039999999999
Cameron Johnson,14603.8
Chris Pollard,14603.57
Michael Miranda,14602.29
Timothy Bishop,14598.900000000001
Veronica Robinson,14597.17
Monica Smith,14596.619999999999
John Washington,14594.99
Joseph Ross,14594.539999999999
Christopher Porter,14593.900000000001
Jerry Rodriguez,14592.27
Kelly Thomas,14592.039999999999
Tammy Collins,14591.689999999999
Christopher Burns,14591.27
Aaron Davis,14589.720000000001
Timothy Caldwell,14588.27
Jeffrey Morris,14588.07
Jodi Jones,14586.74
Kristin Miller,14586.439999999999
Jonathan Jimenez,14585.88
Michael Fuller,14585.1
Kevin Arnold,14584.64
Christopher Underwood,14582.95
Patricia Rodriguez,14582.789999999999
Amanda Walter,14580.87
Alexander Hall,14579.96
Alyssa Thomas,14579.25
Michelle Jimenez,14578.17
Cody Wallace,14577.73
Danielle Gardner,14577.63
Richard Wright,14577.470000000001
Megan Martinez,14576.82
Christopher Willis,14576.04
Michael Byrd,14575.890000000001
Anna Wilson,14574.52
Ashley Long,14574.11
Joshua Robinson,14572.84
Terry Williams,14570.36
Joel Taylor,14569.58
Heather Torres,14569.06
Jennifer Hamilton,14568.06
David Banks,14566.550000000001
Ian Gonzales,14565.83
Michael Smith DDS,14565.11
Maria Morgan,14564.11
Samantha Daniel,14563.990000000002
Christopher Fletcher,14562.77
Sarah Chase,14562.64
Melissa Cunningham,14560.9
Stacy Acosta,14559.6
Susan Wallace,14557.9
Stephanie Glover,14556.8
Abigail Thomas,14556.489999999998
Nicholas Harrison,14555.970000000001
Eric Russell,14555.25
Heather Fisher,14554.26
Henry Lee,14549.57
Manuel Roberts,14549.16
William Gould,14548.720000000001
Jonathan Clark,14548.21
Juan Fitzpatrick,14547.36
Michael Abbott,14546.76
Michael Decker,14543.880000000001
Katherine Garcia,14543.66
James Gonzales,14542.48
Scott Watson,14541.31
Michael Simon,14538.630000000001
Rachel Taylor,14537.36
Cheryl Patel,14537.2
James Warner,14534.88
Alexander Williams,14534.48
Emily Wilson,14533.42
Jeremiah Edwards,14533.09
William Schultz,14532.609999999999
Christine Rose,14529.91
Sandra Warner,14528.75
Barbara Carter,14527.460000000001
Christopher Moreno,14526.98
Sheri Stone,14526.239999999998
Zachary Lee,14524.689999999999
Patrick Morales,14524.34
Brittany Hall,14522.93
Brittany Mcintosh,14521.98
Jessica Medina,14521.14
Amy Chavez,14520.779999999999
Emily Evans,14520.06
Gary Cox,14519.91
Angela Hale,14517.720000000001
Natalie Gonzalez,14517.09
Andrew Alvarez,14516.7
Allison White,14515.85
Ryan King,14513.68
Brian Campbell,14512.5
Richard Rose,14509.48
Sarah Ayala,14508.009999999998
Patricia Hernandez,14507.96
Theresa White,14505.05
Matthew Allen,14503.39
Tara Miller,14501.400000000001
Tracy Ramirez,14499.5
Amber Fisher,14498.42
Deborah Harrison,14497.85
Amanda Bush,14497.6
Bryan Hernandez,14496.02
Jennifer Elliott,14495.86
Elizabeth Howard,14495.779999999999
Stephanie Richards,14495.04
Alyssa Lynch,14492.94
Jessica Hamilton,14491.58
Erin Robinson,14490.6
Kelly Faulkner,14490.3
Jesse Green,14489.650000000001
Jennifer Payne,14488.03
Zachary Harper,14487.77
Jacqueline Tran,14487.519999999999
Katherine Lawson,14487.100000000002
Michael Gibbs,14480.48
Amber Phillips,14479.39
Jimmy Nguyen,14478.57
Carlos Garcia,14477.55
Stephanie Gray,14476.54
Amanda Huynh,14476.300000000001
Valerie Nelson,14475.65
Pamela Jones,14474.669999999998
William Norris,14473.4
Kimberly Mills,14471.42
Sharon Torres,14470.94
William Todd,14468.29
Robert Reed,14467.56
Roger Johnson,14466.619999999999
Randy Jones,14465.8
Derek Lewis,14464.599999999999
Rhonda Gonzalez,14461.45
Sandra Jackson,14461.32
Ashley Munoz,14461.21
Nicole Caldwell,14459.46
Richard Stewart,14459.18
Mark Roman,14458.060000000001
Noah Robinson,14457.71
Mark Mason,14455.74
James Vega,14454.58
Karen James,14453.36
Brittany Bray,14452.95
Rachel Carpenter,14452.689999999999
Melissa Meyer,14450.02
Elizabeth Vargas,14448.32
Todd Evans,14444.54
Courtney Butler,14444.3
Vanessa Smith,14438.93
Maria Murphy,14438.7
William Henry,14438.7
Katherine Foster,14437.439999999999
Frank Martinez,14435.68
Joseph Cain,14435.54
Michael Cross,14433.82
John Gutierrez,14432.61
Christopher Yang,14431.24
Pamela Gonzalez,14429.369999999999
Jeffery Gonzales,14428.48
Christopher Luna,14428.09
Brandon Holmes,14425.099999999999
Brenda Hernandez,14424.88
Emily Sullivan,14423.15
Ashley Ortiz,14422.9
Joshua Walsh,14421.88
Marie White,14421.6
Gregory Stewart,14421.11
Michael Rubio,14420.44
Misty Jones,14418.39
Tina Myers,14418.0
Olivia Rodriguez,14417.630000000001
Chad Jones,14417.55
