transaction_id,customer_name,product,quantity,price,total,purchase_date
7811,Jose Sanchez,Keyboard,5,$ 122.59,$ 612.95,01/01/2024
7812,Daniel Brooks,Headphones,1,$ 1445.02,$ 1445.02,07/01/2024
7813,Steven Lynn,Headphones,2,€ 1875.93,€ 3751.86,15/01/2024
7814,Aaron Jones,Monitor,5,€ 1455.93,€ 7279.65,25/01/2024
7815,Catherine Lam,Keyboard,1,€ 1033.11,€ 1033.11,26/01/2024
7816,Teresa Ramirez,Mouse,1,$ 1457.92,$ 1457.92,01/01/2024
7817,Molly Meza,Tablet,2,€ 1985.97,€ 3971.94,12/01/2024
7818,Edward Holmes,Keyboard,3,€ 181.98,€ 545.94,04/01/2024
7819,Stephanie Hill,Mouse,4,€ 1561.39,€ 6245.56,19/01/2024
7820,Renee Perez,Monitor,5,$ 869.94,$ 4349.7,13/01/2024
7821,Mr. Nathaniel Woodard DDS,Monitor,5,€ 1541.84,€ 7709.2,23/01/2024
7822,Charles Walton,Keyboard,4,€ 512.84,€ 2051.36,28/01/2024
7823,Amy Mejia,Keyboard,4,€ 286.13,€ 1144.52,29/01/2024
7824,Charles Miles,Keyboard,5,$ 1020.14,$ 5100.7,13/01/2024
7825,Dylan Johnston,Headphones,4,$ 52.63,$ 210.52,31/01/2024
7826,Jacqueline Bates,Headphones,3,€ 395.84,€ 1187.52,20/01/2024
7827,Sarah Russell,Mouse,3,$ 1471.13,$ 4413.39,14/01/2024
7828,Dylan Johnson,Keyboard,4,€ 636.86,€ 2547.44,09/01/2024
7829,April Bates,Laptop,4,$ 774.4,$ 3097.6,28/01/2024
7830,Kimberly Richard,Keyboard,5,€ 1816.36,€ 9081.8,03/01/2024
7831,Deborah Jones,Laptop,2,€ 920.86,€ 1841.72,07/01/2024
7832,Eric Baker,Monitor,2,$ 163.35,$ 326.7,31/01/2024
7833,Kayla Klein,Headphones,3,€ 256.78,€ 770.34,31/01/2024
7834,Charles Joseph,Mouse,5,$ 1868.96,$ 9344.8,10/01/2024
7835,Drew Wilson,Tablet,1,€ 1179.49,€ 1179.49,11/01/2024
7836,Jacob Parker,Phone,3,€ 72.55,€ 217.65,18/01/2024
7837,Richard Johnson,Laptop,4,€ 1852.51,€ 7410.04,20/01/2024
7838,Debbie Jacobs,Keyboard,2,$ 55.58,$ 111.16,21/01/2024
7839,Nicholas Schmidt,Phone,3,€ 1401.88,€ 4205.64,21/01/2024
7840,Briana Pratt,Mouse,5,€ 941.3,€ 4706.5,02/01/2024
7841,William Carter,Keyboard,2,€ 419.87,€ 839.74,30/01/2024
7842,James Haas,Headphones,1,$ 1338.65,$ 1338.65,30/01/2024
7843,Christine Parsons,Mouse,3,$ 1986.47,$ 5959.41,09/01/2024
7844,Danielle Johnson,Mouse,1,€ 615.86,€ 615.86,14/01/2024
7845,Barbara Blake,Headphones,1,$ 1521.78,$ 1521.78,24/01/2024
7846,Brianna Jones,Phone,2,$ 1582.8,$ 3165.6,13/01/2024
7847,James Santiago,Mouse,2,€ 995.88,€ 1991.76,03/01/2024
7848,Michael Rubio,Keyboard,4,€ 335.06,€ 1340.24,24/01/2024
7849,Willie Coleman,Headphones,2,€ 720.07,€ 1440.14,22/01/2024
7850,Leslie Jenkins,Keyboard,4,€ 1706.53,€ 6826.12,22/01/2024
7851,Stephen Taylor,Monitor,3,$ 705.99,$ 2117.97,17/01/2024
7852,Amy Tucker,Headphones,2,€ 136.05,€ 272.1,19/01/2024
7853,Robert Stark,Phone,4,€ 1308.55,€ 5234.2,01/01/2024
7854,Tracy Cox,Mouse,1,€ 786.94,€ 786.94,03/01/2024
7855,Ryan Schneider,Tablet,5,€ 1731.96,€ 8659.8,20/01/2024
7856,David Gonzales,Monitor,5,€ 1188.52,€ 5942.6,05/01/2024
7857,Patricia Burns,Mouse,5,$ 542.5,$ 2712.5,19/01/2024
7858,Kathleen Alexander,Mouse,3,€ 1348.33,€ 4044.99,18/01/2024
7859,Cindy Brewer,Tablet,1,$ 1582.72,$ 1582.72,16/01/2024
7860,Laura Turner,Monitor,1,€ 1323.71,€ 1323.71,04/01/2024
7861,Karen Morris,Phone,3,€ 195.56,€ 586.68,29/01/2024
7862,Elizabeth Johnson,Headphones,2,€ 1209.3,€ 2418.6,17/01/2024
7863,Charles Nunez,Tablet,2,$ 339.34,$ 678.68,01/01/2024
7864,Frederick Carroll,Keyboard,3,$ 1180.35,$ 3541.05,01/01/2024
7865,Robert Jones,Keyboard,4,€ 841.05,€ 3364.2,11/01/2024
7866,Nicholas Spencer,Laptop,3,€ 574.6,€ 1723.8,01/01/2024
7867,Angela Howard,Keyboard,4,$ 803.69,$ 3214.76,21/01/2024
7868,Veronica Rivers,Phone,5,€ 1671.34,€ 8356.7,01/01/2024
7869,Taylor Reynolds,Laptop,3,€ 718.9,€ 2156.7,30/01/2024
7870,Jessica Howell,Tablet,3,$ 1718.85,$ 5156.55,20/01/2024
7871,Michelle Bush,Keyboard,4,$ 262.31,$ 1049.24,28/01/2024
7872,Kristy Choi,Mouse,1,$ 1438.39,$ 1438.39,29/01/2024
7873,Kristine Lawson,Tablet,3,€ 323.29,€ 969.87,22/01/2024
7874,Curtis Harrison,Laptop,3,$ 1745.94,$ 5237.82,24/01/2024
7875,Shane Hunt,Keyboard,5,€ 1924.72,€ 9623.6,31/01/2024
7876,Michele Morton,Tablet,5,€ 109.3,€ 546.5,09/01/2024
7877,Alicia Ford,Headphones,2,€ 318.13,€ 636.26,27/01/2024
7878,Dr. Megan Fisher,Mouse,1,€ 1561.53,€ 1561.53,11/01/2024
7879,William Perez,Monitor,5,$ 562.37,$ 2811.85,15/01/2024
7880,Daniel Marks,Mouse,3,€ 1257.45,€ 3772.35,05/01/2024
7881,Felicia Keith,Headphones,1,€ 1866.49,€ 1866.49,28/01/2024
7882,James Cook,Phone,3,€ 417.69,€ 1253.07,24/01/2024
7883,Vanessa Brown,Phone,3,$ 1231.46,$ 3694.38,22/01/2024
7884,Angela Chapman,Headphones,4,€ 1198.95,€ 4795.8,10/01/2024
7885,Karen Mathews,Tablet,4,$ 1358.31,$ 5433.24,01/01/2024
7886,Alexis Rice,Keyboard,1,$ 400.73,$ 400.73,03/01/2024
7887,Mark Hernandez,Mouse,3,$ 1443.92,$ 4331.76,11/01/2024
7888,Derek Nelson,Keyboard,3,€ 931.13,€ 2793.39,28/01/2024
7889,Bradley Brown,Keyboard,2,€ 407.95,€ 815.9,07/01/2024
7890,Jose Wells,Mouse,1,€ 1274.46,€ 1274.46,31/01/2024
7891,Alexandra Clark,Monitor,4,$ 1067.87,$ 4271.48,03/01/2024
7892,Kyle Morgan,Headphones,1,€ 545.66,€ 545.66,02/01/2024
7893,Dr. Benjamin Richardson PhD,Phone,1,€ 560.04,€ 560.04,24/01/2024
7894,Dana Johnson,Mouse,5,€ 789.74,€ 3948.7,02/01/2024
7895,Ryan White,Monitor,4,$ 1047.31,$ 4189.24,01/01/2024
7896,Sarah Harper,Keyboard,2,€ 1669.76,€ 3339.52,23/01/2024
7897,David Chavez,Laptop,3,€ 1309.72,€ 3929.16,20/01/2024
7898,Michael Henry,Laptop,2,$ 1855.71,$ 3711.42,21/01/2024
7899,James Nunez,Keyboard,5,$ 1064.11,$ 5320.55,26/01/2024
7900,Gina Green,Tablet,5,€ 1366.44,€ 6832.2,24/01/2024
7901,Tammy Ramirez,Laptop,5,$ 110.87,$ 554.35,12/01/2024
7902,Ricardo Richard,Tablet,2,$ 686.67,$ 1373.34,26/01/2024
7903,Christopher Cabrera,Mouse,2,€ 375.9,€ 751.8,20/01/2024
7904,Hannah Bauer,Tablet,2,$ 1383.57,$ 2767.14,16/01/2024
7905,Steven Vang,Monitor,5,€ 191.93,€ 959.65,06/01/2024
7906,Joseph Gilmore,Mouse,3,€ 1846.9,€ 5540.7,30/01/2024
7907,Samantha Jones,Mouse,2,€ 448.32,€ 896.64,02/01/2024
7908,Thomas Fletcher,Keyboard,4,$ 1967.92,$ 7871.68,30/01/2024
7909,Aaron Jordan MD,Laptop,5,$ 1905.53,$ 9527.65,06/01/2024
7910,Joseph Smith,Mouse,4,$ 300.15,$ 1200.6,28/01/2024
7911,Pamela Edwards,Keyboard,2,€ 1979.68,€ 3959.36,10/01/2024
7912,Lisa Dennis,Mouse,3,€ 1427.65,€ 4282.95,30/01/2024
7913,Daniel Rodriguez,Headphones,2,€ 680.42,€ 1360.84,13/01/2024
7914,Caleb Berg,Laptop,3,€ 1665.19,€ 4995.57,27/01/2024
7915,Brian Deleon,Phone,3,€ 282.6,€ 847.8,24/01/2024
7916,Shelly Ramirez,Keyboard,4,€ 1279.07,€ 5116.28,30/01/2024
7917,Jonathan Wilson,Phone,2,$ 776.81,$ 1553.62,29/01/2024
7918,Bryan Paul,Tablet,4,$ 613.21,$ 2452.84,07/01/2024
7919,Angela Martinez,Monitor,2,$ 1738.15,$ 3476.3,29/01/2024
7920,Christian Morton,Keyboard,3,€ 356.09,€ 1068.27,22/01/2024
7921,Cheyenne Heath,Keyboard,1,$ 1553.5,$ 1553.5,24/01/2024
7922,Laura Mcdaniel,Keyboard,5,€ 461.08,€ 2305.4,13/01/2024
7923,Charles Huffman MD,Headphones,5,€ 688.83,€ 3444.15,16/01/2024
7924,Melissa Townsend,Keyboard,5,€ 1382.73,€ 6913.65,18/01/2024
7925,Gary Thomas,Monitor,3,$ 850.88,$ 2552.64,17/01/2024
7926,Dawn Hughes,Keyboard,3,$ 709.32,$ 2127.96,15/01/2024
7927,Kelly Smith,Laptop,2,$ 427.0,$ 854.0,06/01/2024
7928,Martin James,Phone,3,€ 839.68,€ 2519.04,28/01/2024
7929,John Snyder,Monitor,1,$ 1326.83,$ 1326.83,12/01/2024
7930,Nancy Walter,Mouse,5,$ 1516.67,$ 7583.35,14/01/2024
7931,Daisy Curtis,Keyboard,4,$ 131.5,$ 526.0,02/01/2024
7932,Dr. Taylor Taylor,Tablet,3,$ 1609.42,$ 4828.26,07/01/2024
7933,Jessica Branch,Keyboard,5,€ 1044.24,€ 5221.2,21/01/2024
7934,Carolyn Salas,Headphones,2,$ 481.66,$ 963.32,12/01/2024
7935,John Kemp,Phone,1,€ 1496.52,€ 1496.52,14/01/2024
7936,Melissa Gardner,Headphones,5,$ 96.56,$ 482.8,10/01/2024
7937,Casey Walton,Keyboard,3,$ 1430.36,$ 4291.08,13/01/2024
7938,Maria Jones,Tablet,4,$ 1343.21,$ 5372.84,19/01/2024
7939,Jodi King,Phone,4,€ 1189.26,€ 4757.04,23/01/2024
7940,Carl Webster,Headphones,2,€ 1892.26,€ 3784.52,03/01/2024
7941,Jose Martinez,Monitor,2,€ 1026.01,€ 2052.02,12/01/2024
7942,Robert Miller,Laptop,5,€ 1894.03,€ 9470.15,10/01/2024
7943,Lee Torres,Headphones,4,€ 707.95,€ 2831.8,05/01/2024
7944,Parker Valdez,Phone,3,€ 1449.28,€ 4347.84,01/01/2024
7945,Shaun Williams,Mouse,3,€ 390.89,€ 1172.67,31/01/2024
7946,Stephanie Miranda,Monitor,1,$ 1708.54,$ 1708.54,04/01/2024
7947,Austin Olson,Laptop,2,$ 1076.41,$ 2152.82,09/01/2024
7948,Nicole Rodriguez,Laptop,1,$ 1577.11,$ 1577.11,19/01/2024
7949,Pamela Clark,Phone,2,$ 1994.33,$ 3988.66,06/01/2024
7950,Richard Pratt,Phone,1,€ 1083.35,€ 1083.35,06/01/2024
7951,Maria Smith,Laptop,1,€ 1085.95,€ 1085.95,17/01/2024
7952,Sarah Cameron,Keyboard,2,$ 341.16,$ 682.32,15/01/2024
7953,Christopher Woods,Headphones,2,$ 1197.01,$ 2394.02,05/01/2024
7954,Dale Irwin,Monitor,5,$ 542.77,$ 2713.85,21/01/2024
7955,Michael Morgan,Mouse,5,€ 50.93,€ 254.65,29/01/2024
7956,Stephanie Holland,Mouse,4,$ 1536.33,$ 6145.32,02/01/2024
7957,Heather Anderson,Keyboard,1,$ 871.52,$ 871.52,27/01/2024
7958,Michelle Roberson,Tablet,4,€ 288.35,€ 1153.4,02/01/2024
7959,Kimberly Austin,Phone,2,$ 1733.71,$ 3467.42,01/01/2024
7960,Tracey Mccann,Laptop,4,$ 1571.21,$ 6284.84,03/01/2024
7961,Scott Marsh,Monitor,1,$ 494.25,$ 494.25,21/01/2024
7962,Brandy Norris,Phone,4,€ 1666.33,€ 6665.32,17/01/2024
7963,Holly Potter,Mouse,3,€ 307.21,€ 921.63,20/01/2024
7964,Kyle Delacruz,Phone,4,€ 53.43,€ 213.72,16/01/2024
7965,Matthew Andrews,Mouse,2,$ 694.01,$ 1388.02,13/01/2024
7966,Raymond Giles,Phone,3,$ 542.49,$ 1627.47,08/01/2024
7967,Dylan Hester,Headphones,5,$ 1359.57,$ 6797.85,01/01/2024
7968,William Fowler,Mouse,4,$ 920.52,$ 3682.08,16/01/2024
7969,Leslie Williams,Keyboard,3,$ 711.71,$ 2135.13,10/01/2024
7970,Victor Jensen,Headphones,1,$ 1899.02,$ 1899.02,30/01/2024
7971,Jessica Dean,Headphones,3,€ 1190.45,€ 3571.35,11/01/2024
7972,Jacob Proctor,Keyboard,5,$ 957.18,$ 4785.9,27/01/2024
7973,Cameron Taylor,Keyboard,3,€ 1515.17,€ 4545.51,24/01/2024
7974,Melissa Smith,Tablet,3,€ 1755.31,€ 5265.93,13/01/2024
7975,Mary Grant,Tablet,2,$ 615.24,$ 1230.48,28/01/2024
7976,Gerald Rivas,Keyboard,4,$ 190.48,$ 761.92,23/01/2024
7977,Kyle Richards,Monitor,5,$ 1521.64,$ 7608.2,24/01/2024
7978,Katherine Rogers,Keyboard,3,€ 1179.95,€ 3539.85,11/01/2024
7979,Clayton Perry,Keyboard,4,$ 723.41,$ 2893.64,06/01/2024
7980,Michael Barnes,Headphones,2,$ 1939.84,$ 3879.68,15/01/2024
7981,Kathy Drake,Headphones,4,€ 399.49,€ 1597.96,31/01/2024
7982,Danielle Brooks,Headphones,3,$ 962.19,$ 2886.57,29/01/2024
7983,Dr. Joseph Park,Mouse,4,$ 1491.66,$ 5966.64,27/01/2024
7984,John Lane,Keyboard,1,$ 1026.25,$ 1026.25,04/01/2024
7985,Lisa Brown,Monitor,3,€ 1036.62,€ 3109.86,16/01/2024
7986,Anne Allen,Laptop,5,€ 635.03,€ 3175.15,31/01/2024
7987,Stacy Gordon,Laptop,3,€ 1202.95,€ 3608.85,17/01/2024
7988,Brandon Jordan,Mouse,2,€ 662.1,€ 1324.2,28/01/2024
7989,Thomas Walker,Phone,2,€ 288.11,€ 576.22,22/01/2024
7990,Ryan Duffy,Phone,5,$ 581.51,$ 2907.55,27/01/2024
7991,Timothy Duran,Phone,3,€ 1286.63,€ 3859.89,24/01/2024
7992,Linda Huerta,Headphones,1,€ 787.45,€ 787.45,23/01/2024
7993,Marcus Nguyen,Phone,3,$ 765.86,$ 2297.58,09/01/2024
7994,Sara Allen,Mouse,1,$ 1709.05,$ 1709.05,25/01/2024
7995,Judy Hernandez,Headphones,5,€ 781.45,€ 3907.25,14/01/2024
7996,Alexandra Figueroa,Phone,5,€ 185.76,€ 928.8,08/01/2024
7997,Michael Peters,Phone,2,$ 797.27,$ 1594.54,08/01/2024
7998,Renee Griffin,Phone,1,$ 178.59,$ 178.59,21/01/2024
7999,Michael Jones,Monitor,3,€ 1467.93,€ 4403.79,11/01/2024
8000,Tyler Hernandez,Tablet,3,€ 1174.53,€ 3523.59,18/01/2024
8001,David Wood,Tablet,5,$ 1741.95,$ 8709.75,19/01/2024
8002,Kaitlyn Dominguez,Mouse,5,€ 238.44,€ 1192.2,15/01/2024
8003,Kim Ross,Mouse,4,$ 1521.14,$ 6084.56,17/01/2024
8004,Brianna Castro,Monitor,4,$ 1976.05,$ 7904.2,11/01/2024
8005,Jennifer Reilly,Phone,3,€ 195.76,€ 587.28,12/01/2024
8006,Autumn Simpson,Headphones,2,$ 1431.19,$ 2862.38,30/01/2024
8007,Veronica Bond,Mouse,5,$ 1208.28,$ 6041.4,27/01/2024
8008,Andrea Fleming,Phone,3,€ 1003.29,€ 3009.87,11/01/2024
8009,Deanna Chapman,Monitor,4,€ 1427.52,€ 5710.08,12/01/2024
8010,Renee Bowen,Tablet,4,$ 637.39,$ 2549.56,01/01/2024
8011,Stacy Russell,Headphones,2,$ 522.16,$ 1044.32,15/01/2024
8012,Amanda Sanders DVM,Monitor,4,$ 1369.86,$ 5479.44,04/01/2024
8013,Nicholas Mitchell,Keyboard,3,€ 787.37,€ 2362.11,16/01/2024
8014,Cynthia Waters,Phone,2,$ 431.42,$ 862.84,09/01/2024
8015,Diane Walker,Mouse,1,€ 1405.99,€ 1405.99,26/01/2024
8016,Donald Mathews,Monitor,2,$ 1859.35,$ 3718.7,31/01/2024
8017,Crystal Johnson,Laptop,1,€ 1729.56,€ 1729.56,02/01/2024
8018,Jennifer Mahoney,Laptop,5,€ 1977.35,€ 9886.75,29/01/2024
8019,Harold Hansen,Laptop,1,$ 1152.1,$ 1152.1,19/01/2024
8020,Grace Harrison,Headphones,3,$ 1004.3,$ 3012.9,26/01/2024
8021,Megan Douglas,Mouse,3,€ 1431.4,€ 4294.2,22/01/2024
8022,Brenda Baker,Tablet,1,$ 1969.03,$ 1969.03,19/01/2024
8023,April Harrison,Headphones,1,€ 85.9,€ 85.9,27/01/2024
8024,Matthew Sanders,Keyboard,5,€ 465.23,€ 2326.15,13/01/2024
8025,Isaac Kelley,Headphones,3,€ 591.67,€ 1775.01,21/01/2024
8026,Allison Rice,Tablet,2,$ 1897.14,$ 3794.28,31/01/2024
8027,Amanda Good,Tablet,3,€ 654.99,€ 1964.97,08/01/2024
8028,Robert Hunt,Mouse,2,$ 1515.82,$ 3031.64,24/01/2024
8029,Matthew Cameron,Laptop,3,$ 1047.8,$ 3143.4,18/01/2024
8030,Andre Martinez,Headphones,4,€ 344.73,€ 1378.92,17/01/2024
8031,David Chang,Laptop,1,$ 1232.71,$ 1232.71,21/01/2024
8032,Frank Williams,Phone,1,€ 1366.8,€ 1366.8,05/01/2024
8033,Alec Thomas,Monitor,2,$ 1017.65,$ 2035.3,06/01/2024
8034,Kathleen Wright,Laptop,1,$ 1064.3,$ 1064.3,16/01/2024
8035,Daniel Hines,Keyboard,4,$ 173.94,$ 695.76,15/01/2024
8036,Jerry Taylor,Keyboard,1,€ 1822.82,€ 1822.82,01/01/2024
8037,Joseph Ellis,Mouse,1,$ 1408.17,$ 1408.17,31/01/2024
8038,Benjamin Moreno,Laptop,3,$ 1132.44,$ 3397.32,27/01/2024
8039,Stephanie Peterson,Mouse,1,€ 1250.6,€ 1250.6,11/01/2024
8040,Kristen Wiley,Tablet,3,$ 797.86,$ 2393.58,18/01/2024
8041,Jeffrey Montes,Phone,3,$ 1075.08,$ 3225.24,16/01/2024
8042,Alexis Owens,Headphones,5,$ 1939.56,$ 9697.8,24/01/2024
8043,James Smith,Mouse,2,$ 684.44,$ 1368.88,06/01/2024
8044,Sarah Ayala,Headphones,5,€ 1819.88,€ 9099.4,18/01/2024
8045,Eric Ray,Tablet,3,€ 1254.38,€ 3763.14,21/01/2024
8046,Madison Moore,Mouse,3,€ 989.26,€ 2967.78,07/01/2024
8047,Kimberly Davis,Mouse,2,$ 1286.07,$ 2572.14,05/01/2024
8048,Dr. Jenna Dickson,Keyboard,2,€ 1590.24,€ 3180.48,06/01/2024
8049,Jose Sparks,Keyboard,4,€ 1183.78,€ 4735.12,04/01/2024
8050,Patricia Olson,Keyboard,5,€ 640.75,€ 3203.75,20/01/2024
8051,Rachel Stewart,Phone,1,$ 1440.93,$ 1440.93,29/01/2024
8052,Mark Blackburn,Tablet,1,$ 1088.52,$ 1088.52,01/01/2024
8053,Ian Murphy,Headphones,5,$ 1860.89,$ 9304.45,24/01/2024
8054,George Graves,Monitor,2,€ 1586.09,€ 3172.18,28/01/2024
8055,Ashley Greene,Mouse,2,€ 1548.92,€ 3097.84,22/01/2024
8056,Shawn Contreras,Headphones,4,$ 344.54,$ 1378.16,04/01/2024
8057,Sandra Fry,Headphones,4,€ 1932.8,€ 7731.2,20/01/2024
8058,Ronnie Rodgers,Monitor,3,$ 1903.22,$ 5709.66,18/01/2024
8059,Alyssa Bush,Laptop,4,€ 1469.09,€ 5876.36,08/01/2024
8060,Lisa Santana,Mouse,2,$ 599.28,$ 1198.56,17/01/2024
8061,Brenda Perkins,Laptop,4,€ 526.95,€ 2107.8,16/01/2024
8062,Amanda Jenkins,Headphones,4,€ 1247.29,€ 4989.16,31/01/2024
8063,Valerie Nguyen,Keyboard,4,€ 1196.16,€ 4784.64,23/01/2024
8064,Teresa Bell,Laptop,5,€ 52.95,€ 264.75,09/01/2024
8065,Francisco Taylor,Keyboard,3,$ 297.06,$ 891.18,07/01/2024
8066,Valerie Bennett,Monitor,1,$ 607.36,$ 607.36,24/01/2024
8067,Amanda Garcia,Headphones,2,€ 1155.43,€ 2310.86,14/01/2024
8068,Michael Hawkins,Keyboard,5,€ 880.1,€ 4400.5,12/01/2024
8069,Matthew Carr,Tablet,1,€ 1591.1,€ 1591.1,19/01/2024
8070,Michael Ryan,Headphones,5,€ 1479.23,€ 7396.15,04/01/2024
8071,Lori Mitchell,Phone,1,€ 951.38,€ 951.38,10/01/2024
8072,Alicia Brewer,Headphones,1,€ 184.48,€ 184.48,30/01/2024
8073,Ms. Ebony Martin,Headphones,2,€ 539.89,€ 1079.78,03/01/2024
8074,David Roberts,Mouse,1,€ 1311.63,€ 1311.63,08/01/2024
8075,Ruth Larson,Keyboard,4,€ 1500.73,€ 6002.92,24/01/2024
8076,Patricia Bridges,Phone,1,€ 83.73,€ 83.73,24/01/2024
8077,Kristin Boyd,Phone,1,$ 1322.27,$ 1322.27,26/01/2024
8078,Zachary Ho,Laptop,4,€ 70.84,€ 283.36,11/01/2024
8079,Megan Rodriguez,Monitor,4,€ 439.11,€ 1756.44,02/01/2024
8080,Christopher Bowers,Phone,1,€ 1824.53,€ 1824.53,26/01/2024
8081,Catherine Arellano,Keyboard,2,$ 197.36,$ 394.72,29/01/2024
8082,Kyle Cox,Keyboard,4,€ 1336.67,€ 5346.68,01/01/2024
8083,Billy Barnes,Tablet,3,$ 258.95,$ 776.85,14/01/2024
8084,Wendy Erickson,Headphones,1,$ 1410.9,$ 1410.9,20/01/2024
8085,Barbara Miller,Monitor,4,€ 1378.46,€ 5513.84,25/01/2024
8086,Max Klein,Keyboard,5,$ 869.81,$ 4349.05,10/01/2024
8087,Joseph Mercer,Headphones,4,€ 177.73,€ 710.92,27/01/2024
8088,William Hill,Headphones,4,$ 426.8,$ 1707.2,12/01/2024
8089,Robert Smith,Headphones,5,€ 1755.89,€ 8779.45,23/01/2024
8090,William Rodriguez,Phone,5,€ 1764.49,€ 8822.45,20/01/2024
8091,Rachel Randolph,Monitor,4,€ 143.33,€ 573.32,30/01/2024
8092,Patrick Roman,Monitor,4,€ 514.71,€ 2058.84,21/01/2024
8093,Henry Harding,Monitor,4,$ 137.72,$ 550.88,28/01/2024
8094,George Murray,Mouse,4,€ 831.59,€ 3326.36,05/01/2024
8095,Eddie Cruz,Headphones,3,$ 1761.38,$ 5284.14,13/01/2024
8096,Julie Gardner,Laptop,2,€ 1087.34,€ 2174.68,14/01/2024
8097,Andrea Wiley,Mouse,5,$ 343.55,$ 1717.75,03/01/2024
8098,Jillian Johnson,Tablet,2,$ 1176.77,$ 2353.54,11/01/2024
8099,James Lucero,Phone,2,€ 677.19,€ 1354.38,14/01/2024
8100,Tammy Meyer,Headphones,2,€ 254.38,€ 508.76,09/01/2024
8101,Eric Wolfe,Mouse,3,$ 1631.02,$ 4893.06,26/01/2024
8102,Bryce Jackson,Laptop,2,€ 1766.56,€ 3533.12,09/01/2024
8103,Jesse Stewart,Phone,3,$ 1894.6,$ 5683.8,10/01/2024
8104,Amber Harmon,Laptop,3,€ 818.15,€ 2454.45,20/01/2024
8105,Danielle Sanchez,Monitor,2,$ 1825.36,$ 3650.72,05/01/2024
8106,Mr. Thomas Floyd,Mouse,2,€ 288.95,€ 577.9,23/01/2024
8107,Stephanie Fox,Laptop,4,$ 1612.74,$ 6450.96,14/01/2024
8108,Christina Burnett,Headphones,2,$ 394.67,$ 789.34,25/01/2024
8109,Jillian Johnson,Tablet,3,€ 1130.37,€ 3391.11,26/01/2024
8110,Thomas Haynes,Monitor,3,€ 1334.33,€ 4002.99,11/01/2024
8111,Lisa Sullivan,Tablet,4,€ 166.01,€ 664.04,09/01/2024
8112,Anthony Davis,Tablet,2,$ 857.84,$ 1715.68,02/01/2024
8113,Margaret Brown,Mouse,2,$ 484.19,$ 968.38,27/01/2024
8114,Nicholas Lawson,Headphones,1,$ 1215.29,$ 1215.29,01/01/2024
8115,Ricky Rodriguez,Mouse,1,$ 1408.98,$ 1408.98,15/01/2024
8116,William Gutierrez,Tablet,5,€ 833.98,€ 4169.9,30/01/2024
8117,Joshua Reed,Keyboard,1,€ 669.57,€ 669.57,11/01/2024
8118,James Mendoza,Mouse,3,$ 1163.12,$ 3489.36,23/01/2024
8119,Jacqueline Ingram,Headphones,4,€ 857.83,€ 3431.32,21/01/2024
8120,Joyce Ortega,Keyboard,4,$ 876.63,$ 3506.52,20/01/2024
8121,Andrew Pratt,Headphones,4,€ 114.23,€ 456.92,23/01/2024
8122,Sarah Todd,Mouse,3,€ 1630.9,€ 4892.7,17/01/2024
8123,Briana Stevens,Tablet,3,$ 372.6,$ 1117.8,24/01/2024
8124,Stacy Becker,Monitor,2,€ 723.17,€ 1446.34,14/01/2024
8125,Susan Hicks,Mouse,3,$ 1467.86,$ 4403.58,24/01/2024
8126,Ariel Le,Monitor,3,$ 1019.56,$ 3058.68,18/01/2024
8127,Richard Gonzales,Tablet,4,$ 1383.57,$ 5534.28,30/01/2024
8128,Kevin Cardenas,Headphones,4,$ 1091.95,$ 4367.8,06/01/2024
8129,Debra Herrera,Monitor,3,€ 1943.8,€ 5831.4,12/01/2024
8130,Ricky Gay,Headphones,3,€ 688.98,€ 2066.94,23/01/2024
8131,Jennifer Holmes,Tablet,3,$ 1803.15,$ 5409.45,08/01/2024
8132,Grant Bruce,Phone,2,$ 1571.91,$ 3143.82,31/01/2024
8133,Roger Lee,Monitor,3,€ 1799.83,€ 5399.49,22/01/2024
8134,Catherine Allen,Laptop,5,$ 917.7,$ 4588.5,31/01/2024
8135,Denise Wright,Tablet,4,$ 1396.01,$ 5584.04,15/01/2024
8136,Howard Baker,Tablet,4,$ 1535.76,$ 6143.04,13/01/2024
8137,Carrie Bowen,Tablet,2,€ 1229.54,€ 2459.08,20/01/2024
8138,Jason Gallagher,Tablet,3,$ 1582.04,$ 4746.12,23/01/2024
8139,Tamara Craig,Mouse,2,$ 1237.67,$ 2475.34,23/01/2024
8140,Vincent Schmidt,Laptop,5,$ 252.57,$ 1262.85,16/01/2024
8141,Daniel Ellis,Monitor,2,$ 701.51,$ 1403.02,19/01/2024
8142,James Warner,Tablet,4,$ 1324.21,$ 5296.84,03/01/2024
8143,Michele Perkins,Keyboard,5,€ 159.89,€ 799.45,05/01/2024
8144,Charlotte Rhodes,Laptop,4,€ 1111.78,€ 4447.12,04/01/2024
8145,Aaron Flynn,Keyboard,2,€ 428.13,€ 856.26,02/01/2024
8146,Stephen Hughes,Keyboard,5,€ 310.69,€ 1553.45,01/01/2024
8147,Noah Willis,Laptop,4,$ 472.45,$ 1889.8,31/01/2024
8148,Carlos Rodriguez,Mouse,4,€ 1964.86,€ 7859.44,31/01/2024
8149,Duane Wagner,Keyboard,3,€ 1664.39,€ 4993.17,02/01/2024
8150,Tommy Pham,Phone,2,$ 1504.65,$ 3009.3,08/01/2024
8151,Holly Schultz,Keyboard,3,$ 1705.08,$ 5115.24,20/01/2024
8152,Christina Sandoval,Keyboard,5,$ 1427.12,$ 7135.6,20/01/2024
